6,4,9,3,8,1,2,7,5
5,3,1,7,6,2,9,4,8
8,2,7,4,5,9,6,3,1
9,6,2,1,4,5,3,8,7
3,7,4,2,9,8,5,1,6
1,8,5,6,7,3,4,9,2
4,9,6,5,1,7,8,2,3
2,1,8,9,3,6,7,5,4
7,5,3,8,2,4,1,6,9
